,Unnamed: 0,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
1169,1170,pier,23.688,0.4522,23.688,23.688,139.496,174.49599999999998,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,0.0
1167,1168,beach,23.688,0.5333,23.688,23.688,139.496,174.49599999999998,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,0.0
1071,1072,boat,23.688,0.6817,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,51.324
504,505,pier,23.736,0.1498,23.736,23.736,23.736,42.236,0.2537,0.1498,0.0233,0.0219,416.66668,6.0322865736282365,0.0
549,550,pier,24.334,0.0025,24.334,24.334,31.74,60.74,0.0678,0.0025,0.0499,0.2421,3749.9999,8.22951109229779,0.0
553,554,boat,24.334,0.1574,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,64.53800000000001
611,612,beach,24.334,0.0678,24.334,24.334,31.74,60.74,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
551,552,boat,24.334,0.0023,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,64.53800000000001
2,3,boat,24.334,0.2413,161.874,161.874,24.334,59.334,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,137.54
48,49,beach,24.334,0.0678,24.334,24.334,89.93,118.93,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
76,77,beach,24.696,0.0678,24.696,24.696,111.132,140.132,0.0678,0.0789,0.1643,0.5391,7916.6663,8.976725474478886,0.0
353,354,beach,24.786,0.0678,24.786,24.786,24.786,49.786,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,0.0
839,840,beach,24.87,0.2537,24.87,24.87,107.77,126.27,0.2537,0.1498,0.0233,0.0219,6250.0013,8.740336950730425,0.0
698,699,boat,24.87,0.0016,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0016,0.1176,6250.0013,8.740336950730425,227.146
805,806,boat,24.87,0.0897,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,8.740336950730425,129.32399999999998
359,360,boat,24.87,0.2601,24.87,24.87,24.87,49.87,0.0678,0.0503,0.2601,0.5391,6250.0013,8.740336950730425,0.0
807,808,beach,24.87,0.2537,24.87,24.87,107.77,126.27,0.2537,0.1498,0.0082,0.0044,6250.0013,8.740336950730425,0.0
822,823,boat,24.87,0.0102,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0102,0.0209,6250.0013,8.740336950730425,129.32399999999998
848,849,pier,24.87,0.1498,24.87,24.87,107.77,126.27,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
880,881,boat,24.87,0.0531,144.246,144.246,24.87,49.87,0.2537,0.1498,0.0531,0.0052,6250.0013,8.740336950730425,119.376
914,915,boat,24.87,0.6817,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,119.376
699,700,boat,24.87,0.0143,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0143,0.0289,6250.0013,8.740336950730425,227.146
915,916,boat,24.87,0.6817,144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,119.376
700,701,pier,24.87,0.1498,24.87,24.87,82.9,101.4,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
479,480,boat,24.882,0.0023,97.812,97.812,24.882,48.882,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,72.92999999999999
34,35,pier,25.662,0.0079,25.662,25.662,5.922000000000001,29.922,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,0.0
1026,1027,boat,25.662,0.0102,96.726,96.726,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,71.064
790,791,pier,25.74,0.1498,25.74,25.74,30.888,49.388000000000005,0.2537,0.1498,0.0082,0.0044,2916.6666,7.978196667826407,0.0
791,792,boat,25.74,0.0732,108.966,108.966,25.74,55.24,0.0678,0.0052,0.0732,0.1726,2916.6666,7.978196667826407,83.226
133,134,boat,25.74,0.0143,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666,7.978196667826407,83.226
801,802,boat,25.74,0.0143,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666,7.978196667826407,83.226
224,225,boat,26.106,0.2413,92.058,92.058,26.106,61.106,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,65.952
203,204,pier,26.106,0.0025,26.106,26.106,40.304,69.304,0.0678,0.0025,0.0499,0.2421,1249.9998,7.130898670296334,0.0
183,184,boat,26.106,0.0361,92.058,92.058,26.106,61.106,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,65.952
1027,1028,beach,26.45,0.5333,26.45,26.45,155.526,190.526,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,0.0
955,956,pier,26.598000000000003,0.4522,26.598000000000003,26.598000000000003,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
962,963,boat,26.598000000000003,0.0531,88.374,88.374,26.598000000000003,51.598,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.775999999999996
968,969,pier,26.598000000000003,0.4522,26.598000000000003,26.598000000000003,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
951,952,beach,26.598000000000003,0.5333,26.598000000000003,26.598000000000003,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
964,965,boat,26.598000000000003,0.6817,88.374,88.374,26.598000000000003,51.598,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.775999999999996
969,970,pier,26.598000000000003,0.4522,26.598000000000003,26.598000000000003,172.458,207.458,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,0.0
943,944,boat,27.096,0.7369,162.576,162.576,27.096,52.096,0.2537,0.1498,0.7369,2.3101,8750.001,9.076809093637367,135.48
578,579,boat,27.096,0.0156,415.472,415.472,27.096,62.096,0.5333,0.4522,0.0156,0.0058,8750.001,9.076809093637367,388.376
1112,1113,charter,27.29,2.3014,26.106,26.106,2.29,27.29,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,1.1839999999999975
311,312,charter,27.29,0.0046,75.012,75.012,3.29,27.29,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,47.722
1160,1161,boat,27.676,0.0143,259.148,259.148,27.676,57.176,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,231.47200000000004
688,689,beach,27.87,0.2537,27.87,27.87,92.9,111.4,0.2537,0.1498,0.2339,0.6288,7083.3317,8.86549965509619,0.0
672,673,boat,27.87,0.0559,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317,8.86549965509619,120.76999999999998
729,730,boat,27.87,0.0143,282.416,282.416,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317,8.86549965509619,254.546
733,734,boat,27.87,0.0559,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317,8.86549965509619,120.76999999999998
757,758,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
812,813,beach,27.87,0.2537,27.87,27.87,120.77,139.27,0.2537,0.1498,0.2339,0.6288,7083.3317,8.86549965509619,0.0
867,868,boat,27.87,0.0143,327.008,327.008,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317,8.86549965509619,299.138
678,679,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
886,887,boat,27.87,0.0531,161.64600000000002,161.64600000000002,27.87,52.87,0.2537,0.1498,0.0531,0.0052,7083.3317,8.86549965509619,133.776
677,678,boat,27.87,0.0102,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,120.76999999999998
707,708,beach,27.87,0.2537,27.87,27.87,120.77,139.27,0.2537,0.1498,0.0233,0.0219,7083.3317,8.86549965509619,0.0
919,920,beach,27.87,0.5333,27.87,27.87,343.73,378.73,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,0.0
894,895,boat,27.87,0.6817,161.64600000000002,161.64600000000002,27.87,52.87,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,133.776
989,990,charter,28.096,2.3014,18.576,18.576,3.096,28.096,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,9.52
1106,1107,charter,28.29,2.3014,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.216000000000001
1108,1109,charter,28.29,2.3014,37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.216000000000001
9,10,boat,28.314,0.0233,28.314,28.314,28.314,46.81399999999999,0.2537,0.1498,0.0233,0.0219,2916.6666,7.978196667826407,0.0
882,883,charter,28.87,2.3014,22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,6.4239999999999995
627,628,boat,28.934,0.0361,261.664,261.664,28.934,63.934,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,232.73
280,281,charter,29.29,0.1648,4.29,4.29,4.29,29.29,0.0678,0.0503,0.023,0.1648,2916.6666,7.978196667826407,25.0
1131,1132,charter,29.29,2.3101,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,19.616000000000007
1111,1112,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1137,1138,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
1143,1144,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
309,310,charter,29.29,0.5391,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,25.0
318,319,charter,29.29,0.0029,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,25.0
1107,1108,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
315,316,charter,29.29,0.2421,4.29,4.29,4.29,29.29,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,25.0
1115,1116,charter,29.29,2.3014,48.906000000000006,48.906000000000006,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,19.616000000000007
639,640,boat,29.496,0.2413,452.272,452.272,29.496,64.49600000000001,0.5333,0.4522,0.2413,1.0266,9583.3357,9.167781004513879,422.776
252,253,charter,29.58,0.1648,4.58,4.58,4.58,29.58,0.0678,0.0503,0.023,0.1648,1249.9998,7.130898670296334,25.0
1109,1110,charter,30.29,2.3014,60.306,60.306,5.29,30.29,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,30.016
1124,1125,charter,30.29,2.3101,60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,30.016
1128,1129,charter,30.29,0.0052,60.306,60.306,5.29,30.29,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,30.016
298,299,charter,30.29,0.1648,5.29,5.29,5.29,30.29,0.0678,0.0503,0.023,0.1648,3749.9999,8.22951109229779,25.0
272,273,charter,30.29,0.0029,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,25.0
314,315,charter,30.29,0.4671,143.412,143.412,6.29,30.29,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,113.12200000000001
1077,1078,charter,30.496,2.3014,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,2.4800000000000004
996,997,charter,30.496,2.3014,32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,2.4800000000000004
1087,1088,charter,30.496,0.0052,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,2.4800000000000004
990,991,charter,30.496,0.0052,32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,2.4800000000000004
350,351,boat,30.87,0.2601,30.87,30.87,30.87,55.87,0.0678,0.0503,0.2601,0.5391,7916.6663,8.976725474478886,0.0
349,350,boat,30.87,0.1643,51.45,51.45,30.87,59.87,0.0678,0.0789,0.1643,0.5391,7916.6663,8.976725474478886,20.580000000000002
728,729,pier,30.87,0.1498,30.87,30.87,102.9,121.4,0.2537,0.1498,0.2339,0.6288,7916.6663,8.976725474478886,0.0
827,828,beach,30.87,0.2537,30.87,30.87,133.77,152.27,0.2537,0.1498,0.0233,0.0219,7916.6663,8.976725474478886,0.0
1094,1095,boat,30.888,0.7369,97.812,97.812,30.888,55.888000000000005,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,66.92399999999999
1073,1074,beach,30.888,0.5333,30.888,30.888,181.896,216.896,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,0.0
1066,1067,pier,30.888,0.4522,30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
1063,1064,pier,30.888,0.4522,30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
1061,1062,boat,30.888,0.7369,97.812,97.812,30.888,55.888000000000005,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,66.92399999999999
870,871,beach,31.144,0.5333,31.144,31.144,70.532,105.532,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,0.0
871,872,boat,31.144,0.6817,35.724000000000004,35.724000000000004,31.144,56.144,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,4.580000000000005
335,336,charter,31.29,0.5391,6.29,6.29,6.29,31.29,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,25.0
341,342,charter,31.29,0.0029,6.29,6.29,6.29,31.29,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,25.0
281,282,charter,31.29,0.3087,166.21200000000002,166.21200000000002,7.29,31.29,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,134.92200000000003
254,255,boat,31.586,0.1491,31.586,31.586,31.586,56.586000000000006,0.0678,0.0052,0.1491,0.2421,7083.3317,8.86549965509619,0.0
99,100,beach,31.74,0.2537,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
101,102,pier,31.74,0.1498,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
797,798,boat,31.74,0.0108,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,37.03
320,321,charter,32.29,0.0041,26.32,26.32,3.29,32.29,0.0678,0.0789,0.1643,0.0041,2083.3332,7.641724390062335,5.969999999999999
330,331,charter,32.29,0.1648,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0971,0.1648,2083.3332,7.641724390062335,5.969999999999999
347,348,charter,32.29,0.0029,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,5.969999999999999
1147,1148,charter,32.29,2.3014,83.10600000000001,83.10600000000001,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,50.81600000000001
1146,1147,charter,32.29,2.3014,83.10600000000001,83.10600000000001,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,50.81600000000001
348,349,charter,32.29,0.5391,7.29,7.29,7.29,32.29,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,25.0
39,40,pier,32.604,0.0789,32.604,32.604,68.64,97.64,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,0.0
213,214,pier,32.604,0.0789,32.604,32.604,68.64,97.64,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,0.0
270,271,charter,32.722,0.0029,7.722,7.722,7.722,32.722,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,25.0
972,973,boat,32.798,0.0531,108.974,108.974,32.798,57.798,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,76.176
966,967,boat,32.798,0.6817,108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,76.176
963,964,beach,32.798,0.5333,32.798,32.798,212.658,247.658,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,0.0
949,950,charter,32.896,2.3014,47.376000000000005,47.376000000000005,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,14.480000000000004
1078,1079,charter,32.896,0.0052,47.376000000000005,47.376000000000005,7.896,32.896,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,14.480000000000004
1092,1093,charter,32.896,2.3101,47.376000000000005,47.376000000000005,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2083.3332,7.641724390062335,14.480000000000004
720,721,boat,32.9,0.2339,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,23.03
1156,1157,charter,33.29,2.3014,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,61.216
1149,1150,charter,33.29,2.3014,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,61.216
285,286,charter,33.29,0.2421,4.29,4.29,4.29,33.29,0.0678,0.0025,0.0499,0.2421,2916.6666,7.978196667826407,29.0
260,261,charter,33.29,0.1648,4.29,4.29,4.29,33.29,0.0678,0.0789,0.0971,0.1648,2916.6666,7.978196667826407,29.0
17,18,pier,33.462,0.0079,33.462,33.462,7.722,31.722,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,0.0
1021,1022,boat,33.462,0.0102,126.126,126.126,33.462,68.462,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,92.664
69,70,pier,33.462,0.0451,33.462,33.462,7.722,31.722,0.1049,0.0451,0.1574,0.4671,2916.6666,7.978196667826407,0.0
15,16,pier,33.534,0.0789,33.534,33.534,123.93,152.93,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,0.0
245,246,charter,33.58,0.2421,8.58,8.58,8.58,33.58,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,25.0
860,861,boat,33.87,0.0143,397.408,397.408,33.87,63.37,0.0678,0.0503,0.0143,0.0289,8750.001,9.076809093637367,363.538
752,753,boat,33.87,0.0102,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,146.76999999999998
722,723,boat,33.87,0.0559,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0559,0.6456,8750.001,9.076809093637367,146.76999999999998
697,698,pier,33.87,0.1498,33.87,33.87,112.9,131.4,0.2537,0.1498,0.2339,0.6288,8750.001,9.076809093637367,0.0
834,835,boat,33.87,0.0102,209.99400000000003,209.99400000000003,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,176.12400000000002
77,78,boat,33.892,0.2601,33.892,33.892,33.892,58.892,0.0678,0.0503,0.2601,0.5391,1249.9998,7.130898670296334,0.0
274,275,charter,34.29,0.1648,5.29,5.29,5.29,34.29,0.0678,0.0789,0.0971,0.1648,3749.9999,8.22951109229779,29.0
577,578,charter,34.296,0.3087,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,20.616
582,583,charter,34.296,0.0046,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,20.616
615,616,charter,34.296,0.4671,54.912,54.912,10.296,34.296,0.1049,0.0451,0.1574,0.4671,2916.6666,7.978196667826407,20.616
432,433,pier,34.35,0.0789,34.35,34.35,38.014,67.014,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
428,429,boat,34.35,0.0051,102.134,102.134,34.35,69.35,0.5333,0.4522,0.0051,1.0266,1249.9998,7.130898670296334,67.78399999999999
1,2,charter,34.534,0.4671,15.114,15.114,10.534,34.534,0.1049,0.0451,0.1574,0.4671,1249.9998,7.130898670296334,19.419999999999998
911,912,charter,34.87,2.3014,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,22.376000000000005
1043,1044,charter,34.87,2.3101,57.246,57.246,9.87,34.87,0.2537,0.1498,0.7369,2.3101,2083.3332,7.641724390062335,22.376000000000005
887,888,charter,34.87,2.3014,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,22.376000000000005
877,878,charter,34.87,0.0052,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,22.376000000000005
514,515,pier,34.874,0.0789,34.874,34.874,44.086000000000006,73.086,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,0.0
416,417,pier,34.874,0.0789,34.874,34.874,34.874,63.874,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
8,9,boat,34.914,0.0233,34.914,34.914,34.914,53.414,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
10,11,pier,34.914,0.0451,34.914,34.914,24.334,48.334,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,0.0
188,189,beach,34.914,0.2537,34.914,34.914,34.914,53.414,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
87,88,boat,34.914,0.0897,24.334,24.334,34.914,69.914,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,10.580000000000002
506,507,boat,35.266,0.0014,28.854,28.854,35.266,64.266,0.0678,0.0789,0.0014,0.0029,1249.9998,7.130898670296334,6.411999999999999
282,283,charter,35.29,0.1648,6.29,6.29,6.29,35.29,0.0678,0.0789,0.0971,0.1648,4583.332,8.430181523517474,29.0
316,317,charter,35.29,0.5391,6.29,6.29,6.29,35.29,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,29.0
984,985,charter,35.296,0.0052,61.776,61.776,10.296,35.296,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,26.480000000000004
1046,1047,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
931,932,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1083,1084,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1052,1053,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
947,948,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
1088,1089,charter,35.296,2.3014,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,26.480000000000004
31,32,charter,35.322,0.3087,49.062,49.062,11.322,35.322,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,13.739999999999995
250,251,charter,35.58,0.2421,29.61,29.61,6.58,35.58,0.0678,0.0025,0.0499,0.2421,2083.3332,7.641724390062335,5.969999999999999
304,305,charter,35.58,0.0029,10.58,10.58,10.58,35.58,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,25.0
292,293,charter,35.87,0.1648,11.45,11.45,6.87,35.87,0.0678,0.0789,0.0971,0.1648,1249.9998,7.130898670296334,24.419999999999998
192,193,boat,35.972,0.1665,206.31,206.31,35.972,70.972,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,170.338
300,301,charter,36.29,0.1648,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0971,0.1648,5416.6667,8.59723590524362,29.0
277,278,charter,36.29,0.0029,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0014,0.0029,5416.6667,8.59723590524362,29.0
837,838,charter,36.37,0.324,80.608,80.608,6.87,36.37,0.0678,0.0503,0.1082,0.324,1249.9998,7.130898670296334,44.23800000000001
1016,1017,boat,36.45,0.0531,56.862,56.862,36.45,61.45,0.2537,0.1498,0.0531,0.0052,5416.6667,8.59723590524362,20.412
1038,1039,boat,36.476,0.0143,341.548,341.548,36.476,65.976,0.0678,0.0503,0.0143,0.0289,6250.0013,8.740336950730425,305.072
477,478,boat,36.482,0.1643,36.482,36.482,36.482,65.482,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
480,481,boat,36.482,0.0499,36.482,36.482,36.482,65.482,0.0678,0.0025,0.0499,0.2421,4583.332,8.430181523517474,0.0
1180,1181,beach,36.636,0.5333,36.636,36.636,61.146,96.146,0.5333,0.4522,0.1665,0.3975,416.66668,6.0322865736282365,0.0
637,638,charter,36.696,0.0468,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0238,0.0468,3749.9999,8.22951109229779,31.016000000000005
725,726,pier,36.87,0.1498,36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357,9.167781004513879,0.0
817,818,beach,36.87,0.2537,36.87,36.87,159.77,178.27,0.2537,0.1498,0.2339,0.6288,9583.3357,9.167781004513879,0.0
660,661,pier,36.87,0.1498,36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357,9.167781004513879,0.0
370,371,beach,37.098,0.0678,37.098,37.098,37.098,66.098,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
286,287,charter,37.29,1.0266,114.5,114.5,2.29,37.29,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,77.21000000000001
1148,1149,pier,37.506,0.1498,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2083.3332,7.641724390062335,0.0
1135,1136,boat,37.506,0.0102,101.99,101.99,37.506,72.506,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,64.484
412,413,boat,37.506,0.1574,53.298,53.298,37.506,61.506,0.1049,0.0451,0.1574,0.4671,2083.3332,7.641724390062335,15.792000000000002
1134,1135,pier,37.506,0.1498,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2083.3332,7.641724390062335,0.0
1136,1137,pier,37.506,0.1498,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0082,0.0044,2083.3332,7.641724390062335,0.0
308,309,charter,37.58,0.2421,38.61,38.61,8.58,37.58,0.0678,0.0025,0.0499,0.2421,2916.6666,7.978196667826407,1.0300000000000011
1086,1087,charter,37.696,2.3014,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,38.480000000000004
1082,1083,charter,37.696,2.3014,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,38.480000000000004
